ensembl_gene_id	hgnc_symbol	band	chromosome_name	start_position	end_position	gene_biotype	strand
ENSG00000179133	C10orf67	p12.2	10	23556124	23633774	protein_coding	-1
ENSG00000132975	GPR12	q12.13	13	27329341	27334922	protein_coding	-1
ENSG00000172888	ZNF621	p22.1	3	40566369	40616176	protein_coding	1
ENSG00000133606	MKRN1	q34	7	140152840	140179369	protein_coding	-1
ENSG00000267596	CCL15	q12	17	34323476	34329084	protein_coding	-1
ENSG00000171720	HDAC3	q31.3	5	141000443	141016437	protein_coding	-1
ENSG00000152404	CWF19L2	q22.3	11	107197071	107328572	protein_coding	-1
ENSG00000122862	SRGN	q22.1	10	70847862	70864567	protein_coding	1
ENSG00000153201	RANBP2	q12.3	2	109335937	109402267	protein_coding	1
ENSG00000064763	FAR2	p11.22	12	29302036	29493913	protein_coding	1
ENSG00000139645	ANKRD52	q13.3	12	56631591	56652175	protein_coding	-1
ENSG00000171227	TMEM37	q14.2	2	120187477	120196096	protein_coding	1
ENSG00000184216	IRAK1	q28	X	153275951	153285431	protein_coding	-1
ENSG00000152484	USP12	q12.13	13	27640293	27746033	protein_coding	-1
ENSG00000101850	GPR143	p22.2	X	9693386	9754337	protein_coding	-1
ENSG00000205916	DAZ4	q11.23	Y	26980008	27053183	protein_coding	1
ENSG00000024862	CCDC28A	q24.1	6	139094657	139114456	protein_coding	1
ENSG00000243009	RPP21	p22.1	HSCHR6_MHC_DBB	30303165	30304918	protein_coding	1
ENSG00000072858	SIDT1	q13.2	3	113251143	113348425	protein_coding	1
ENSG00000105323	HNRNPUL1	q13.2	19	41768401	41813503	protein_coding	1
ENSG00000184388	PABPC1L2B	q13.2	X	72223352	72225551	protein_coding	1
ENSG00000170365	SMAD1	q31.21	4	146402346	146479231	protein_coding	1
ENSG00000080293	SCTR	q14.2	2	120197419	120282070	protein_coding	-1
ENSG00000157895	C12orf43	q24.31	12	121440225	121454305	protein_coding	-1
ENSG00000108784	NAGLU	q21.2	17	40688190	40696467	protein_coding	1
ENSG00000186288	PABPC1L2A	q13.2	X	72297115	72299351	protein_coding	-1
ENSG00000153044	CENPH	q13.2	5	68485375	68506184	protein_coding	1
ENSG00000181234	TMEM132C	q24.32	12	128751948	129192460	protein_coding	1
ENSG00000124615	MOCS1	p21.2	6	39867354	39902290	protein_coding	-1
ENSG00000243789	JMJD7	q15.1	15	42120283	42129779	protein_coding	1
ENSG00000090376	IRAK3	q14.3	12	66582659	66648402	protein_coding	1
ENSG00000132170	PPARG	p25.2	3	12328867	12475855	protein_coding	1
ENSG00000237190	CDKN2AIPNL	q31.1	5	133737778	133747589	protein_coding	-1
ENSG00000158615	PPP1R15B	q32.1	1	204372515	204380919	protein_coding	-1
ENSG00000101191	DIDO1	q13.33	20	61509090	61569304	protein_coding	-1
ENSG00000242173	ARHGDIG	p13.3	16	318726	333003	protein_coding	1
ENSG00000157833	GAREML	p23.3	2	26395960	26412532	protein_coding	1
ENSG00000115956	PLEK	p14	2	68592305	68624585	protein_coding	1
ENSG00000034693	PEX3	q24.2	6	143771944	143811147	protein_coding	1
ENSG00000204851	PNMAL2	q13.32	19	46990163	46999755	protein_coding	-1
ENSG00000176953	NFATC2IP	p11.2	16	28962128	28978418	protein_coding	1
ENSG00000115484	CCT4	p15	2	62095224	62115939	protein_coding	-1
ENSG00000002933	TMEM176A	q36.1	7	150497491	150502208	protein_coding	1
ENSG00000172500	FIBP	q13.1	11	65651212	65656010	protein_coding	-1
ENSG00000187801	ZFP69B	p34.2	1	40915774	40929390	protein_coding	1
ENSG00000115041	KCNIP3	q11.1	2	95963052	96051825	protein_coding	1
ENSG00000196792	STRN3	q12	14	31363005	31495607	protein_coding	-1
ENSG00000203734	ECT2L	q24.1	6	139117063	139225207	protein_coding	1
ENSG00000160870	CYP3A7	q22.1	7	99302660	99332819	protein_coding	-1
ENSG00000159224	GIP	q21.32	17	47035916	47045958	protein_coding	-1
ENSG00000146950	SHROOM2	p22.2	X	9754496	9917483	protein_coding	1
ENSG00000134056	MRPS36	q13.2	5	68513587	68525956	protein_coding	1
ENSG00000160014	CALM3	q13.32	19	47104331	47114050	protein_coding	1
ENSG00000101882	NKAP	q24	X	119059014	119077735	protein_coding	-1
ENSG00000166211	SPIC	q23.2	12	101869199	101880775	protein_coding	1
ENSG00000043143	JADE2	q31.1	5	133860003	133918918	protein_coding	1
ENSG00000167236	CCL23	q12	17	34340096	34345005	protein_coding	-1
ENSG00000232180	SLC44A4	p21.33	HSCHR6_MHC_SSTO	31822859	31838708	protein_coding	-1
ENSG00000133056	PIK3C2B	q32.1	1	204391756	204463852	protein_coding	-1
ENSG00000127948	POR	q11.23	7	75528518	75616173	protein_coding	1
ENSG00000026103	FAS	q23.31	10	90750414	90775542	protein_coding	1
ENSG00000166855	CLPX	q22.31	15	65440557	65477680	protein_coding	-1
ENSG00000111801	BTN3A3	p22.2	6	26440700	26453643	protein_coding	1
ENSG00000109079	TNFAIP1	q11.2	17	26662628	26674035	protein_coding	1
ENSG00000124608	AARS2	p21.1	6	44267391	44281063	protein_coding	-1
ENSG00000058729	RIOK2	q15	5	96496571	96518964	protein_coding	-1
ENSG00000102007	PLP2	p11.23	X	49028273	49031588	protein_coding	1
ENSG00000185615	PDIA2	p13.3	16	333152	337215	protein_coding	1
ENSG00000224290	APOM	p21.33	HSCHR6_MHC_COX	31607608	31613401	protein_coding	1
ENSG00000186329	TMEM212	q26.31	3	171561139	171656505	protein_coding	1
ENSG00000187815	ZFP69	p34.2	1	40942887	40962015	protein_coding	1
ENSG00000115275	MOGS	p13.1	2	74688184	74692537	protein_coding	-1
ENSG00000134058	CDK7	q13.2	5	68530668	68573250	protein_coding	1
ENSG00000133773	CCDC59	q21.31	12	82617460	82752584	protein_coding	-1
ENSG00000215077	BRD2	p21.32	HSCHR6_MHC_QBL	32865184	32878022	protein_coding	1
ENSG00000130340	SNX9	q25.3	6	158244296	158366109	protein_coding	1
ENSG00000171634	BPTF	q24.2	17	65821640	65980494	protein_coding	1
ENSG00000170185	USP38	q31.21	4	144106070	144144983	protein_coding	1
ENSG00000124574	ABCC10	p21.1	6	43395104	43418168	protein_coding	1
ENSG00000134042	MRO	q21.2	18	48324574	48351772	protein_coding	-1
ENSG00000122026	RPL21	q12.2	13	27825446	27830828	protein_coding	1
ENSG00000145147	SLIT2	p15.31	4	20254883	20622184	protein_coding	1
ENSG00000119669	IRF2BPL	q24.3	14	77490888	77495034	protein_coding	-1
ENSG00000167105	TMEM92	q21.33	17	48348767	48358844	protein_coding	1
ENSG00000139289	PHLDA1	q21.2	12	76419227	76427712	protein_coding	-1
ENSG00000100104	SRRD	q12.1	22	26879843	26890624	protein_coding	1
ENSG00000091844	RGS17	q25.2	6	153325594	153452384	protein_coding	-1
ENSG00000047644	WWC3	p22.2	X	9983602	10112518	protein_coding	1
ENSG00000198894	CIPC	q24.3	14	77564440	77583630	protein_coding	1
ENSG00000206208	TAPBP	p21.32	HSCHR6_MHC_MCF	33437818	33452509	protein_coding	-1
ENSG00000108984	MAP2K6	q24.3	17	67410839	67539472	protein_coding	1
ENSG00000120254	MTHFD1L	q25.1	6	151186685	151423023	protein_coding	1
ENSG00000159479	MED8	p34.2	1	43849588	43855479	protein_coding	-1
ENSG00000012211	PRICKLE3	p11.23	X	49031151	49042845	protein_coding	-1
ENSG00000135114	OASL	q24.31	12	121458095	121477045	protein_coding	-1
ENSG00000128989	ARPP19	q21.2	15	52839242	52862080	protein_coding	-1
ENSG00000145414	NAF1	q32.2	4	164031225	164088073	protein_coding	-1
ENSG00000170426	SDR9C7	q13.3	12	57316938	57328189	protein_coding	-1
ENSG00000084754	HADHA	p23.3	2	26413504	26467594	protein_coding	-1
ENSG00000197980	LEKR1	q25.31	3	156543270	156763918	protein_coding	1
ENSG00000164002	EXO5	p34.2	1	40974413	40982228	protein_coding	1
ENSG00000102901	CENPT	q22.1	16	67862060	67881714	protein_coding	-1
ENSG00000117461	PIK3R3	p34.1	1	46505812	46642160	protein_coding	-1
ENSG00000227315	NEU1	p21.33	HSCHR6_MHC_COX	31812978	31818226	protein_coding	-1
ENSG00000169682	SPNS1	p11.2	16	28985542	28995869	protein_coding	1
ENSG00000139547	RDH16	q13.3	12	57345219	57353158	protein_coding	-1
ENSG00000255587	RAB44	p21.2	6	36683256	36699870	protein_coding	1
ENSG00000126106	TMEM53	p34.1	1	45100910	45140227	protein_coding	-1
ENSG00000159111	MRPL10	q21.32	17	45900638	45908900	protein_coding	-1
ENSG00000083290	ULK2	p11.2	17	19674142	19771249	protein_coding	-1
ENSG00000160013	PTGIR	q13.32	19	47123725	47128375	protein_coding	-1
ENSG00000053747	LAMA3	q11.2	18	21269407	21535030	protein_coding	1
ENSG00000179270	C2orf71	p23.2	2	29283842	29297127	protein_coding	-1
ENSG00000256892	MTRNR2L7	p11.21	10	37890366	37891859	protein_coding	-1
ENSG00000138615	CILP	q22.31	15	65488337	65503826	protein_coding	-1
ENSG00000124772	CPNE5	p21.2	6	36708552	36807778	protein_coding	-1
ENSG00000062598	ELMO2	q13.12	20	44994688	45061704	protein_coding	-1
ENSG00000111962	UST	q25.1	6	149068464	149398126	protein_coding	1
ENSG00000167414	GNG8	q13.32	19	47137333	47137942	protein_coding	-1
ENSG00000164023	SGMS2	q25	4	108745719	108836203	protein_coding	1
ENSG00000198105	ZNF248	p11.1	10	38091751	38147034	protein_coding	-1
ENSG00000160868	CYP3A4	q22.1	7	99354604	99381888	protein_coding	-1
ENSG00000122035	RASL11A	q12.2	13	27844464	27847827	protein_coding	1
ENSG00000164128	NPY1R	q32.2	4	164245113	164265984	protein_coding	-1
ENSG00000130758	MAP3K10	q13.2	19	40697651	40721482	protein_coding	1
ENSG00000122958	VPS26A	q22.1	10	70883268	70932617	protein_coding	1
ENSG00000204822	MRPL53	p13.1	2	74699085	74700449	protein_coding	-1
ENSG00000197380	DACT3	q13.32	19	47150869	47164395	protein_coding	-1
ENSG00000115425	PECR	q35	2	216861052	216947678	protein_coding	-1
ENSG00000170043	TRAPPC1	p13.1	17	7833663	7835441	protein_coding	-1
ENSG00000100109	TFIP11	q12.1	22	26887191	26908471	protein_coding	-1
ENSG00000125347	IRF1	q31.1	5	131817301	131826490	protein_coding	-1
ENSG00000143727	ACP1	p25.3	2	264140	278283	protein_coding	1
ENSG00000218819	TDRD15	p24.1	2	21346789	21366144	protein_coding	1
ENSG00000167302	ENTHD2	q25.3	17	79202077	79212891	protein_coding	-1
ENSG00000135525	MAP7	q23.3	6	136663875	136871957	protein_coding	-1
ENSG00000082515	MRPL22	q33.2	5	154320630	154348971	protein_coding	1
ENSG00000219073	CELA3B	p36.12	1	22303514	22325135	protein_coding	1
ENSG00000136631	VPS45	q21.2	1	150039369	150117505	protein_coding	1
ENSG00000101193	GID8	q13.33	20	61569471	61576996	protein_coding	1
ENSG00000271043	MTRNR2L2	q14.1	5	79945819	79946855	protein_coding	-1
ENSG00000085719	CPNE3	q21.3	8	87497059	87573726	protein_coding	1
ENSG00000103126	AXIN1	p13.3	16	337440	402673	protein_coding	-1
ENSG00000138617	PARP16	q22.31	15	65526798	65592956	protein_coding	-1
ENSG00000122034	GTF3A	q12.2	13	27998681	28009958	protein_coding	1
ENSG00000021762	OSBPL5	p15.4	11	3108346	3187969	protein_coding	-1
ENSG00000119771	KLHL29	p24.1	2	23608088	23931481	protein_coding	1
ENSG00000227051	C14orf132	q32.2	14	96505661	96560417	protein_coding	1
ENSG00000187024	PTRH1	q34.11	9	130455257	130487152	protein_coding	-1
ENSG00000204923	FBXO48	p13.3	2	68686551	68694390	protein_coding	-1
ENSG00000164129	NPY5R	q32.2	4	164265091	164273086	protein_coding	1
ENSG00000155016	CYP2U1	q25	4	108852525	108874613	protein_coding	1
ENSG00000073711	PPP2R3A	q22.2	3	135684515	135866733	protein_coding	1
ENSG00000113318	MSH3	q14.1	5	79950467	80172279	protein_coding	1
ENSG00000168970	JMJD7-PLA2G4B	q15.1	15	42120293	42140353	protein_coding	1
ENSG00000117010	ZNF684	p34.2	1	40997233	41013841	protein_coding	1
ENSG00000145990	GFOD1	p23	6	13358062	13487894	protein_coding	-1
ENSG00000142789	CELA3A	p36.12	1	22328149	22339032	protein_coding	1
ENSG00000151005	TKTL2	q32.2	4	164392257	164395047	protein_coding	-1
ENSG00000148773	MKI67	q26.2	10	129894923	129924649	protein_coding	-1
ENSG00000112038	OPRM1	q25.2	6	154331631	154568001	protein_coding	1
ENSG00000168067	MAP4K2	q13.1	11	64556290	64570713	protein_coding	-1
ENSG00000115295	CLIP4	p23.2	2	29320571	29412509	protein_coding	1
ENSG00000101194	SLC17A9	q13.33	20	61584052	61599949	protein_coding	1
ENSG00000175745	NR2F1	q15	5	92919043	92930321	protein_coding	1
ENSG00000117472	TSPAN1	p34.1	1	46640745	46651630	protein_coding	1
ENSG00000159217	IGF2BP1	q21.32	17	47074774	47133012	protein_coding	1
ENSG00000003137	CYP26B1	p13.2	2	72356367	72375167	protein_coding	-1
ENSG00000175602	CCDC85B	q13.1	11	65657875	65659105	protein_coding	1
ENSG00000168036	CTNNB1	p22.1	3	41236328	41301587	protein_coding	1
ENSG00000198498	TMA16	q32.2	4	164415594	164441691	protein_coding	1
ENSG00000164175	SLC45A2	p13.2	5	33944721	33984835	protein_coding	-1
ENSG00000232948	DEFB130	p23.1	8	12168471	12175825	protein_coding	-1
ENSG00000073464	CLCN4	p22.2	X	10125024	10205700	protein_coding	1
ENSG00000047346	FAM214A	q21.3	15	52873514	53002014	protein_coding	-1
ENSG00000129484	PARP2	q11.2	14	20811741	20826064	protein_coding	1
ENSG00000152700	SAR1B	q31.1	5	133936834	133984961	protein_coding	-1
ENSG00000175592	FOSL1	q13.1	11	65659520	65668044	protein_coding	-1
ENSG00000198198	SZT2	p34.2	1	43855553	43918321	protein_coding	1
ENSG00000174521	TTC9B	q13.2	19	40721965	40724306	protein_coding	-1
ENSG00000174498	IGDCC3	q22.31	15	65619465	65670378	protein_coding	-1
ENSG00000139370	SLC15A4	q24.33	12	129277739	129308528	protein_coding	-1
ENSG00000174136	RGMB	q15	5	98104354	98134347	protein_coding	1
ENSG00000226650	KIF4B	q33.2	5	154393260	154397685	protein_coding	1
ENSG00000110844	PRPF40B	q13.12	12	49962001	50038449	protein_coding	1
ENSG00000105287	PRKD2	q13.32	19	47177532	47220384	protein_coding	-1
ENSG00000145002	FAM86B2	p23.1	8	12282913	12293915	protein_coding	-1
ENSG00000109458	GAB1	q31.21	4	144257915	144395721	protein_coding	1
ENSG00000165312	OTUD1	p12.2	10	23728198	23731308	protein_coding	1
ENSG00000181541	MAB21L2	q31.3	4	151503077	151505843	protein_coding	1
ENSG00000198520	C1orf228	p34.1	1	45140364	45191263	protein_coding	1
ENSG00000006074	CCL18	q12	17	34391640	34399392	protein_coding	1
ENSG00000151611	MMAA	q31.21	4	146539415	146581187	protein_coding	1
ENSG00000070831	CDC42	p36.12	1	22379120	22419437	protein_coding	1
ENSG00000138796	HADH	q25	4	108910870	108956331	protein_coding	1
ENSG00000160401	C9orf117	q34.11	9	130469268	130478281	protein_coding	1
ENSG00000165548	TMEM63C	q24.3	14	77582911	77725838	protein_coding	1
ENSG00000170624	SGCD	q33.2	5	155297354	156194799	protein_coding	1
ENSG00000067048	DDX3Y	q11.21	Y	15016019	15032390	protein_coding	1
ENSG00000198625	MDM4	q32.1	1	204485511	204542871	protein_coding	1
ENSG00000197771	MCMBP	q26.11	10	121588972	121652068	protein_coding	-1
ENSG00000150054	MPP7	p12.1	10	28339922	28623415	protein_coding	-1
ENSG00000262102	DSEL	q22.1	HSCHR18_2_CTG2	65243268	65253666	protein_coding	-1
ENSG00000107165	TYRP1	p23	9	12685439	12710290	protein_coding	1
ENSG00000230034	PSMB8	p21.32	HSCHR6_MHC_DBB	32786475	32790461	protein_coding	-1
ENSG00000092871	RFFL	q12	17	33333009	33416338	protein_coding	-1
ENSG00000105219	CNTD2	q13.2	19	40728115	40732597	protein_coding	-1
ENSG00000153162	BMP6	p24.3	6	7727030	7881655	protein_coding	1
ENSG00000117016	RIMS3	p34.2	1	41086351	41131329	protein_coding	-1
ENSG00000137877	SPTBN5	q15.1	15	42140345	42186275	protein_coding	-1
ENSG00000122375	OPN4	q23.2	10	88414314	88426605	protein_coding	1
ENSG00000262683	FHIT	p14.2	HG1091_PATCH	59735036	61237194	protein_coding	-1
ENSG00000145425	RPS3A	q31.3	4	152020725	152025804	protein_coding	1
ENSG00000175573	C11orf68	q13.1	11	65684279	65686588	protein_coding	-1
ENSG00000166171	DPCD	q24.32	10	103330317	103369425	protein_coding	1
ENSG00000135597	REPS1	q24.1	6	139224630	139309398	protein_coding	-1
ENSG00000262139	ANO4	q23.1	HSCHR12_3_CTG2_1	101505377	101522419	protein_coding	1
ENSG00000015532	XYLT2	q21.33	17	48423453	48440499	protein_coding	1
ENSG00000262149	MYO1F	p13.2	HG729_PATCH	8585996	8642307	protein_coding	-1
ENSG00000055208	TAB2	q25.1	6	149539777	149732749	protein_coding	1
ENSG00000125843	AP5S1	p13	20	3801178	3805949	protein_coding	1
ENSG00000167094	TTC16	q34.11	9	130478345	130493879	protein_coding	1
ENSG00000243156	MICAL3	q11.21	22	18270415	18507325	protein_coding	-1
ENSG00000186431	FCAR	q13.42	19	55385704	55401838	protein_coding	1
ENSG00000145416	MARCH1	q32.3	4	164445450	165305202	protein_coding	-1
ENSG00000137168	PPIL1	p21.2	6	36822603	36842800	protein_coding	-1
ENSG00000229252	HLA-E	p21.33	HSCHR6_MHC_DBB	30447487	30452225	protein_coding	1
ENSG00000086504	MRPL28	p13.3	16	417384	420527	protein_coding	-1
ENSG00000001036	FUCA2	q24.2	6	143815948	143832827	protein_coding	-1
ENSG00000006075	CCL3	q12	17	34415602	34417515	protein_coding	-1
ENSG00000261964	ADAMTS10	p13.2	HG729_PATCH	8645126	8675619	protein_coding	-1
ENSG00000262217	SLC5A8	q23.2	HSCHR12_3_CTG2_1	101555447	101610166	protein_coding	-1
ENSG00000175550	DRAP1	q13.1	11	65686728	65689032	protein_coding	1
ENSG00000122033	MTIF3	q12.2	13	28009776	28024739	protein_coding	-1
ENSG00000135144	DTX1	q24.13	12	113494514	113535833	protein_coding	1
ENSG00000237056	ZBTB22	p21.32	HSCHR6_MHC_MCF	33452528	33456065	protein_coding	-1
ENSG00000155760	FZD7	q33.1	2	202899310	202903160	protein_coding	1
ENSG00000125533	BHLHE23	q13.33	20	61637331	61638387	protein_coding	-1
ENSG00000102003	SYP	p11.23	X	49044269	49056718	protein_coding	-1
ENSG00000204118	NAP1L6	q13.2	X	72345876	72347919	protein_coding	-1
ENSG00000222047	C10orf55	q22.2	10	75669727	75682535	protein_coding	-1
ENSG00000159140	SON	q22.11	21	34914924	34949812	protein_coding	1
ENSG00000152495	CAMK4	q22.1	5	110559351	110830584	protein_coding	1
ENSG00000156502	SUPV3L1	q22.1	10	70939988	70968855	protein_coding	1
ENSG00000149658	YTHDF1	q13.33	20	61826781	61847586	protein_coding	-1
ENSG00000186462	NAP1L2	q13.2	X	72432135	72434684	protein_coding	-1
ENSG00000263141	PAXBP1	q22.11	HSCHR21_3_CTG1_1	34106210	34144169	protein_coding	-1
ENSG00000103742	IGDCC4	q22.31	15	65673802	65715410	protein_coding	-1
ENSG00000131264	CDX4	q13.2	X	72667090	72675081	protein_coding	1
ENSG00000171462	DLK2	p21.1	6	43418090	43424370	protein_coding	-1
ENSG00000101158	NELFCD	q13.32	20	57556263	57570188	protein_coding	1
ENSG00000206292	HLA-DOA	p21.32	HSCHR6_MHC_QBL	32900651	32906085	protein_coding	-1
ENSG00000120549	KIAA1217	p12.2	10	23983675	24836772	protein_coding	1
ENSG00000261900	ZNF518A	q24.1	HG339_PATCH	97889472	97965046	protein_coding	1
ENSG00000104938	CLEC4M	p13.2	19	7828035	7834491	protein_coding	1
ENSG00000263140	C21orf49	q22.11	HSCHR21_3_CTG1_1	34144411	34271837	protein_coding	1
ENSG00000239264	TXNDC5	p24.3	6	7881483	8026646	protein_coding	-1
ENSG00000101871	MID1	p22.2	X	10413350	10851773	protein_coding	-1
ENSG00000204116	CHIC1	q13.2	X	72783036	72906937	protein_coding	1
ENSG00000203989	RHOXF2B	q24	X	119205848	119211707	protein_coding	-1
ENSG00000144460	NYAP2	q36.3	2	226265364	226518734	protein_coding	1
ENSG00000166856	GPR182	q13.3	12	57388230	57390468	protein_coding	1
ENSG00000085998	POMGNT1	p34.1	1	46654354	46685977	protein_coding	-1
ENSG00000153714	LURAP1L	p23	9	12775020	12822130	protein_coding	1
ENSG00000153922	CHD1	q21.1	5	98190908	98262240	protein_coding	-1
ENSG00000262938	C21orf62	q22.11	HSCHR21_3_CTG1_1	34165875	34186038	protein_coding	-1
ENSG00000137760	ALKBH8	q22.3	11	107373452	107436472	protein_coding	-1
ENSG00000261899	CRIM1	p22.3	HSCHR2_1_CTG1	36589102	36784311	protein_coding	1
ENSG00000158258	CLSTN2	q23	3	139654027	140296239	protein_coding	1
ENSG00000101197	BIRC7	q13.33	20	61867235	61871859	protein_coding	1
ENSG00000231617	DAXX	p21.32	HSCHR6_MHC_MCF	33456681	33467390	protein_coding	-1
ENSG00000101883	RHOXF1	q24	X	119243011	119249847	protein_coding	-1
ENSG00000139517	LNX2	q12.2	13	28120050	28194541	protein_coding	-1
ENSG00000169047	IRS1	q36.3	2	227596033	227664475	protein_coding	-1
ENSG00000263000	ACTL9	p13.2	HG729_PATCH	8762287	8763706	protein_coding	-1
ENSG00000087502	ERGIC2	p11.22	12	29490285	29534122	protein_coding	-1
ENSG00000164073	MFSD8	q28.2	4	128838960	128887150	protein_coding	-1
ENSG00000119899	SLC17A5	q13	6	74303102	74363878	protein_coding	-1
ENSG00000263211	OR2Z1	p13.2	HG729_PATCH	8795838	8796893	protein_coding	1
ENSG00000237136	C4orf51	q31.21	4	146601356	146692184	protein_coding	1
ENSG00000131721	RHOXF2	q24	X	119292467	119297945	protein_coding	1
ENSG00000022567	SLC45A4	q24.3	8	142217265	142318404	protein_coding	-1
ENSG00000206510	ZFP57	p22.1	HSCHR6_MHC_QBL	29640092	29648802	protein_coding	-1
ENSG00000154359	LONRF1	p23.1	8	12579403	12613582	protein_coding	-1
ENSG00000122367	LDB3	q23.2	10	88428206	88495825	protein_coding	1
ENSG00000204424	LY6G6F	p21.33	6	31674640	31685581	protein_coding	1
ENSG00000262509	BLNK	q24.1	HG339_PATCH	97951459	98031303	protein_coding	-1
ENSG00000163913	IFT122	q21.3	3	129158968	129239198	protein_coding	1
ENSG00000129925	TMEM8A	p13.3	16	420773	437113	protein_coding	-1
ENSG00000167771	RCOR2	q13.1	11	63678693	63684316	protein_coding	-1
ENSG00000187969	ZCCHC13	q13.2	X	73524025	73524868	protein_coding	1
ENSG00000196353	CPNE4	q22.1	3	131252399	132004254	protein_coding	-1
ENSG00000127311	HELB	q14.3	12	66696325	66737423	protein_coding	1
ENSG00000128294	TPST2	q12.1	22	26921458	26992681	protein_coding	-1
ENSG00000144468	RHBDD1	q36.3	2	227700297	227863931	protein_coding	1
ENSG00000078269	SYNJ2	q25.3	6	158402888	158520208	protein_coding	1
ENSG00000186184	POLR1D	q12.2	13	28194903	28241548	protein_coding	1
ENSG00000124523	SIRT5	p23	6	13574816	13614790	protein_coding	1
ENSG00000160404	TOR2A	q34.11	9	130493803	130497604	protein_coding	-1
ENSG00000150316	CWC15	q21	11	94695787	94706776	protein_coding	-1
ENSG00000147100	SLC16A2	q13.2	X	73641085	73753752	protein_coding	1
ENSG00000088888	MAVS	p13	20	3827487	3849280	protein_coding	1
ENSG00000177485	ZBTB33	q24	X	119384607	119392253	protein_coding	1
ENSG00000082212	ME2	q21.2	18	48405419	48474691	protein_coding	1
ENSG00000187109	NAP1L1	q21.2	12	76438670	76478813	protein_coding	-1
ENSG00000176871	WSB2	q24.23	12	118470712	118500235	protein_coding	-1
ENSG00000168398	BDKRB2	q32.2	14	96671016	96710666	protein_coding	1
ENSG00000260842	TEKT4	q11.1	HG686_PATCH	95635180	95640576	protein_coding	1
ENSG00000170382	LRRN2	q32.1	1	204586298	204654861	protein_coding	-1
ENSG00000134121	CHL1	p26.3	3	238279	451090	protein_coding	1
ENSG00000169856	ONECUT1	q21.3	15	53049637	53083273	protein_coding	-1
ENSG00000101198	NKAIN4	q13.33	20	61872136	61904046	protein_coding	-1
ENSG00000187944	C2orf66	q33.1	2	197669726	197675000	protein_coding	-1
ENSG00000113391	FAM172A	q15	5	92953775	93447404	protein_coding	-1
ENSG00000169840	GSX1	q12.2	13	28366780	28368905	protein_coding	1
ENSG00000169621	APLF	p13.3	2	68694693	68858004	protein_coding	1
ENSG00000168621	GDNF	p13.2	5	37812779	37839788	protein_coding	-1
ENSG00000127720	METTL25	q21.31	12	82752276	82873015	protein_coding	1
ENSG00000105221	AKT2	q13.2	19	40736224	40791443	protein_coding	-1
ENSG00000139515	PDX1	q12.2	13	28494157	28500368	protein_coding	1
ENSG00000004961	HCCS	p22.2	X	11129421	11141198	protein_coding	1
ENSG00000122687	FTSJ2	p22.3	7	2273866	2281840	protein_coding	-1
ENSG00000249481	SPATS1	p21.1	6	44310397	44344904	protein_coding	1
ENSG00000265880	CBWD3	q21.11	HG962_PATCH	70856397	70914929	protein_coding	1
ENSG00000003756	RBM5	p21.31	3	50126341	50156454	protein_coding	1
ENSG00000065548	ZC3H15	q32.1	2	187350883	187374090	protein_coding	1
ENSG00000151612	ZNF827	q31.22	4	146678779	146859787	protein_coding	-1
ENSG00000131263	RLIM	q13.2	X	73805052	73834452	protein_coding	-1
ENSG00000111344	RASAL1	q24.13	12	113536624	113574044	protein_coding	-1
ENSG00000180389	ATP5EP2	q12.2	13	28519343	28519727	protein_coding	1
ENSG00000206291	HLA-DPA1	p21.32	HSCHR6_MHC_QBL	32961400	32977612	protein_coding	-1
ENSG00000206509	HLA-F	p22.1	HSCHR6_MHC_QBL	29688014	29703770	protein_coding	1
ENSG00000166860	ZBTB39	q13.3	12	57392618	57400230	protein_coding	-1
ENSG00000100122	CRYBB1	q12.1	22	26995242	27014052	protein_coding	-1
ENSG00000159784	FAM131B	q34	7	143050493	143059863	protein_coding	-1
ENSG00000125618	PAX8	q13	2	113973574	114036527	protein_coding	-1
ENSG00000125355	TMEM255A	q24	X	119392505	119445411	protein_coding	-1
ENSG00000165556	CDX2	q12.2	13	28536274	28545276	protein_coding	-1
ENSG00000175467	SART1	q13.1	11	65729160	65747299	protein_coding	1
ENSG00000066136	NFYC	p34.2	1	41157320	41237275	protein_coding	1
ENSG00000100478	AP4S1	q12	14	31494312	31562818	protein_coding	1
ENSG00000121207	LRAT	q31.3	4	155548097	155674270	protein_coding	1
ENSG00000227801	COL11A2	p21.32	HSCHR6_MHC_COX	33052091	33081908	protein_coding	-1
ENSG00000163449	TMEM169	q35	2	216946589	216967506	protein_coding	1
ENSG00000183463	URAD	q12.2	13	28551851	28562791	protein_coding	-1
ENSG00000166415	WDR72	q21.3	15	53805938	54055075	protein_coding	-1
ENSG00000162552	WNT4	p36.12	1	22443798	22470462	protein_coding	-1
ENSG00000189430	NCR1	q13.42	19	55417508	55427508	protein_coding	1
ENSG00000127328	RAB3IP	q15	12	70132461	70216984	protein_coding	1
ENSG00000169057	MECP2	q28	X	153287024	153363212	protein_coding	-1
ENSG00000035403	VCL	q22.2	10	75757872	75879918	protein_coding	1
ENSG00000235360	C6orf47	p21.33	HSCHR6_MHC_COX	31613489	31615961	protein_coding	-1
ENSG00000196431	CRYBA4	q12.1	22	27017928	27026636	protein_coding	1
ENSG00000197121	PGAP1	q33.1	2	197697728	197792520	protein_coding	-1
ENSG00000182208	MOB2	p15.5	11	1490687	1522477	protein_coding	-1
